epoch,J,MI_lb,E_total,E_met,compute_cost,rule,lambda,gamma,seed,energy_ratio
27,-104.3793222198028,0.0,10437.932221980278,1510.293880820846,28,Oja,0.01,0.1,1,0.9992747936121519
28,-104.48025189198344,0.0,10448.025189198344,1519.6491958196937,29,Oja,0.01,0.1,1,1.0002410432025188
29,-104.5738392320569,0.0,10457.383923205687,1528.2639931561748,30,Oja,0.01,0.1,1,1.0011370010220155
30,-104.56190093930807,0.0,10456.190093930809,1526.3151722036278,31,Oja,0.01,0.1,1,1.0010227098504605
31,-104.25433821749826,0.0,10425.433821749826,1494.7978614925903,32,Oja,0.01,0.1,1,0.9980782600415978
32,-104.43355038269678,0.0,10443.355038269678,1511.9922838256189,33,Oja,0.01,0.1,1,0.9997939465931394
33,-104.53967611681117,0.0,10453.967611681115,1521.8513331710735,34,Oja,0.01,0.1,1,1.000809940650188
34,-104.39931314873728,0.0,10439.931314873727,1507.0482010422536,35,Oja,0.01,0.1,1,0.9994661766462654
35,-104.4235697295208,0.0,10442.35697295208,1508.7164712285844,36,Oja,0.01,0.1,1,0.9996983968718878
36,-104.59821292064711,0.0,10459.821292064713,1525.4148698124168,37,Oja,0.01,0.1,1,1.001370342378499
37,-104.57445489526664,0.0,10457.445489526664,1522.2595992914412,38,Oja,0.01,0.1,1,1.0011428950699341
38,-104.4880046379114,0.0,10448.800463791138,1512.8296809459875,39,Oja,0.01,0.1,1,1.0003152640675554
39,-104.73560167923029,0.0,10473.560167923028,1536.8123951669538,40,Oja,0.01,0.1,1,1.0026856328063167
40,-104.68350079454558,0.0,10468.350079454558,1530.7951159218496,41,Oja,0.01,0.1,1,1.0021868453100664
41,-104.5162775032592,0.0,10451.62775032592,1513.2670875065596,42,Oja,0.01,0.1,1,1.0005859341685335
42,-104.43405923886336,0.0,10443.405923886336,1504.2538666570558,43,Oja,0.01,0.1,1,0.9997988181244928
43,-104.79823921982168,0.0,10479.823921982168,1539.891378334108,44,Oja,0.01,0.1,1,1.0032852929125113
44,-104.65434520526972,0.0,10465.434520526973,1524.6768465790276,45,Oja,0.01,0.1,1,1.0019077244570405
45,-104.70010383252652,0.0,10470.010383252653,1528.432796492772,46,Oja,0.01,0.1,1,1.0023457943911576
46,-104.52239208798402,0.0,10452.2392087984,1509.841842578785,47,Oja,0.01,0.1,1,1.0006444721074563
47,-104.69173057545444,0.0,10469.173057545442,1525.9711680892196,48,Oja,0.01,0.1,1,1.0022656330665327
48,-104.4837894769511,0.0,10448.37894769511,1504.3546880032316,49,Oja,0.01,0.1,1,1.0002749102502566
49,-104.56760484482056,0.0,10456.760484482056,1511.9283401813875,50,Oja,0.01,0.1,1,1.0010773161544921
50,-104.59687463469388,0.0,10459.687463469389,1514.039086892542,51,Oja,0.01,0.1,1,1.0013575303062294
51,-104.60337289533928,0.0,10460.337289533927,1513.868297560337,52,Oja,0.01,0.1,1,1.0014197413641972
52,-104.41530471312286,0.0904339404186593,10450.573865354152,1503.2832606207314,53,Oja,0.01,0.1,1,1.0004850405561534
53,-104.17147091358048,0.4533356339164935,10462.4806547497,1514.3751517520172,54,Oja,0.01,0.1,1,1.0016249363001364
54,-104.56363000696004,0.0,10456.363000696005,1507.4299588863598,55,Oja,0.01,0.1,1,1.0010392630688978
55,-104.69646578761228,0.0,10469.646578761229,1519.8867574268766,56,Oja,0.01,0.1,1,1.0023109655907445
56,-104.5407172571955,0.2033099401607585,10474.402719735626,1523.8006335114746,57,Oja,0.01,0.1,1,1.0027662944518168
57,-104.64025529889216,0.0,10464.025529889215,1512.5719440880262,58,Oja,0.01,0.1,1,1.0017728348257606
58,-104.21164761647988,0.5769482579354315,10478.85958744153,1526.5676214634395,59,Oja,0.01,0.1,1,1.003192972405099
59,-104.6045725357066,0.0,10460.45725357066,1507.3090302240153,60,Oja,0.01,0.1,1,1.0014312261138103
60,-104.48690360158484,0.2270836962251241,10471.398729780996,1517.4085895726432,61,Oja,0.01,0.1,1,1.0024787076599035
61,-104.24781839542096,0.4999650735429042,10474.778346896386,1519.9381491793108,62,Oja,0.01,0.1,1,1.0028022550947449
62,-103.78971620728584,0.9821740350864006,10477.189024237225,1521.4887053739062,63,Oja,0.01,0.1,1,1.003033041140391
63,-103.81187027742746,1.036873507647995,10484.874378507546,1528.3056487249228,64,Oja,0.01,0.1,1,1.0037687980545946
64,-103.44817914449324,1.1511303089200329,10459.930945341328,1502.4858426922906,65,Oja,0.01,0.1,1,1.0013808400281319
65,-103.58621192848538,1.148822427754185,10473.503435623956,1515.2100157912532,66,Oja,0.01,0.1,1,1.0026802015431853
66,-103.65693884556444,1.1698085422450948,10482.674738780952,1523.513628464299,67,Oja,0.01,0.1,1,1.0035582156818537
67,-104.17098225285804,0.5680898855894316,10473.907213844746,1513.870786401854,68,Oja,0.01,0.1,1,1.0027188572260988
68,-104.6086563060706,0.1795927406208486,10478.824904669144,1517.9267568228995,69,Oja,0.01,0.1,1,1.0031896520520365
69,-104.74923173003894,0.0,10474.923173003894,1513.1435027736266,70,Oja,0.01,0.1,1,1.002816120013161
70,-104.69092105984237,0.1693431611151483,10486.02642209575,1523.375795393786,71,Oja,0.01,0.1,1,1.0038790888760287
71,-104.86924466532476,0.0,10486.924466532477,1523.3878136989406,72,Oja,0.01,0.1,1,1.0039650631044563
72,-104.78976737894172,0.0,10478.976737894172,1514.5499942272052,73,Oja,0.01,0.1,1,1.0032041877964135
73,-104.8640295265172,0.0,10486.40295265172,1521.0967692936922,74,Oja,0.01,0.1,1,1.0039151360054412
74,-104.78611419623236,0.0,10478.611419623234,1512.4134789658851,75,Oja,0.01,0.1,1,1.0031692140744128
75,-104.8073020533113,0.1186451804610393,10492.594723377237,1525.5119421577544,76,Oja,0.01,0.1,1,1.0045079047916579
76,-104.81564782307488,0.0,10481.564782307489,1513.5831212470111,77,Oja,0.01,0.1,1,1.003451954067738
77,-104.92775359423658,0.0498749609283839,10497.762855516496,1528.8922011078675,78,Oja,0.01,0.1,1,1.0050026756013344
78,-104.19311119485772,0.5593139663590279,10475.242516121674,1505.4621555921146,79,Oja,0.01,0.1,1,1.0028466923067267
79,-103.86904945962006,1.144176999272731,10501.32264588928,1530.6561476686377,80,Oja,0.01,0.1,1,1.0053434719117929
80,-103.46910004550791,1.3687138599074116,10483.781390541531,1512.1940666304536,81,Oja,0.01,0.1,1,1.0036641609194865
81,-103.49106428677769,1.5036173548767762,10499.468164165446,1526.9810475785494,82,Oja,0.01,0.1,1,1.0051659332190297
82,-103.67410068536718,1.3815722595422204,10505.56729449094,1532.1657670015588,83,Oja,0.01,0.1,1,1.0057498330822983
83,-103.85926808130516,1.219342904662177,10507.861098596732,1533.5345279341336,84,Oja,0.01,0.1,1,1.005969430276039
84,-105.1793276894128,0.0,10517.932768941278,1542.680217945926,85,Oja,0.01,0.1,1,1.006933641011541
85,-104.53668587162736,0.3547309317904545,10489.14168034178,1512.9434205718676,86,Oja,0.01,0.1,1,1.0041773279309147
86,-104.79610681797446,0.4361655507627224,10523.227236873718,1546.1203038937697,87,Oja,0.01,0.1,1,1.0074405065705387
87,-103.75392286215448,1.284745188701109,10503.866805085558,1525.808242244227,88,Oja,0.01,0.1,1,1.005587036834587
88,-103.58854272867546,1.474526478785867,10506.306920746132,1527.3183438823614,89,Oja,0.01,0.1,1,1.0058206411559463
89,-103.5189647676431,1.4313436509834323,10495.030841862654,1515.1112197018756,90,Oja,0.01,0.1,1,1.0047411264437014
90,-104.01410252917852,1.1987137865047996,10521.281631568332,1540.4427177691225,91,Oja,0.01,0.1,1,1.0072542441673498
91,-104.8480532698625,0.0,10484.80532698625,1503.0118795397357,92,Oja,0.01,0.1,1,1.003762187411488
92,-105.16686630628875,0.0,10516.686630628876,1533.9841857432775,93,Oja,0.01,0.1,1,1.0068143420375242
93,-104.41804088733882,0.6122513149459463,10503.029220228476,1519.3782525492404,94,Oja,0.01,0.1,1,1.0055068507002651
94,-104.13127154375806,0.9110490027666938,10504.232054652475,1519.6478287920418,95,Oja,0.01,0.1,1,1.0056220039792125
95,-104.99893608253234,0.2527620355212456,10525.169811805355,1539.6481775976906,96,Oja,0.01,0.1,1,1.007626478861085
96,-104.1274246779057,0.9443858678541096,10507.18105457598,1520.697289522861,97,Oja,0.01,0.1,1,1.005904326303908
97,-104.32355239215984,0.8900979727467138,10521.365036490652,1533.938341910864,98,Oja,0.01,0.1,1,1.0072622289324127
98,-105.08583606727753,0.1537227406359225,10523.955880791344,1535.5703503904797,99,Oja,0.01,0.1,1,1.0075102632507813
99,-104.73258076969064,0.4466928606735143,10517.927363036417,1528.580166119637,100,Oja,0.01,0.1,1,1.0069331234775745
100,-104.78694964931591,0.451281038760654,10523.823068807658,1533.520940266312,101,Oja,0.01,0.1,1,1.0074975485037638
101,-104.15283377054496,1.1101227329739194,10526.295650351887,1535.0260355502437,102,Oja,0.01,0.1,1,1.0077342609444804
102,-103.64044130222618,1.3522694646505058,10499.271076687668,1507.0356716184417,103,Oja,0.01,0.1,1,1.0051470650615735
103,-103.7823712556564,1.366368764528616,10514.8740020185,1521.701023354775,104,Oja,0.01,0.1,1,1.0066408101499809
104,-103.97895128301532,1.316949240036684,10529.5900523052,1535.4621081652529,105,Oja,0.01,0.1,1,1.0080496503110679
105,-104.56100448690452,0.5342156868272019,10509.522017373172,1514.42511137865,106,Oja,0.01,0.1,1,1.0061284382320437
106,-103.9258875698404,1.2715157255001497,10519.740329534055,1523.6927292573514,107,Oja,0.01,0.1,1,1.007106687712734
107,-104.8608657959642,0.4925678926712922,10535.343368863549,1538.3321729436927,108,Oja,0.01,0.1,1,1.008600443714796
108,-104.23708593175787,0.7622194857228162,10499.93054174807,1501.937544598796,109,Oja,0.01,0.1,1,1.0052101989082123
109,-105.01257342729495,0.1742519939514841,10518.682542124645,1519.7494035784755,110,Oja,0.01,0.1,1,1.0070054205007282
110,-104.41146702642573,0.913602464894419,10532.506949132014,1532.6114700222258,111,Oja,0.01,0.1,1,1.0083288992477935
111,-105.05639338341284,0.0,10505.639338341283,1504.762696996293,112,Oja,0.01,0.1,1,1.0057567301958406
112,-105.15923183021152,0.2342691309335922,10539.350096114513,1537.524620902891,113,Oja,0.01,0.1,1,1.0089840274995552
113,-104.85284092408978,0.405987788812908,10525.882871290269,1523.0666442932004,114,Oja,0.01,0.1,1,1.0076947435666288
114,-104.83985761311271,0.5390529262658097,10537.891053937852,1534.1053389580188,115,Oja,0.01,0.1,1,1.0088443461873042
115,-104.80205767012342,0.6346861977333376,10543.674386785677,1538.8999576860474,116,Oja,0.01,0.1,1,1.0093980131986429
116,-104.74186089469936,0.6450178742222681,10538.687876892163,1532.9207986317008,117,Oja,0.01,0.1,1,1.0089206299833935
117,-104.22180805606784,1.3258162977279326,10554.762435379576,1548.0058965833332,118,Oja,0.01,0.1,1,1.010459526842782
118,-103.9925057690186,1.336614745109339,10532.912051412794,1525.144121314945,119,Oja,0.01,0.1,1,1.008367681689508
119,-104.70258643131552,0.5364427143972699,10523.90291457128,1515.1505014127752,120,Oja,0.01,0.1,1,1.0075051925329899
120,-104.58069633197417,0.7757684307992996,10535.646476277348,1525.9209593636524,121,Oja,0.01,0.1,1,1.0086294616842488
121,-104.38137623724712,0.9701826747160308,10535.155891196317,1524.4434535685214,122,Oja,0.01,0.1,1,1.0085824955519562
122,-103.61623391097812,1.572787144317222,10518.902105529534,1507.2077561479002,123,Oja,0.01,0.1,1,1.0070264403896716
123,-104.87647425362974,0.6592694932875829,10553.574374691732,1540.9065445811866,124,Oja,0.01,0.1,1,1.0103457879265487
124,-104.7668346412882,0.4953809487163623,10526.221559000456,1512.5452874673676,125,Oja,0.01,0.1,1,1.0077271678135484
125,-104.5601972238586,0.8747821182560611,10543.497934211468,1528.8444654059313,126,Oja,0.01,0.1,1,1.0093811205223997
126,-104.36910681891686,0.9222649859401932,10529.137180485704,1513.484473107857,127,Oja,0.01,0.1,1,1.0080062946555284
127,-103.8635800204668,1.6711086378973508,10553.468865836414,1536.832705341521,128,Oja,0.01,0.1,1,1.0103356870428315
128,-104.2147855114825,1.2408668294240934,10545.56523409066,1527.9202562977548,129,Oja,0.01,0.1,1,1.009579033348061
129,-104.13783830599496,1.364582467681195,10550.242077367617,1531.5936589446087,130,Oja,0.01,0.1,1,1.010026770648989
130,-104.01105273011868,1.433757873612599,10544.481060373128,1524.8280453745608,131,Oja,0.01,0.1,1,1.0094752400444846
131,-104.17677763579148,1.5550708494131142,10573.184848520455,1552.5331367844085,132,Oja,0.01,0.1,1,1.012223195421739
132,-105.2517191634124,0.5069869943597469,10575.870615777214,1554.187386161654,133,Oja,0.01,0.1,1,1.0124803171834167
133,-105.159637417907,0.047474071411667,10520.711148931869,1497.9942424700776,134,Oja,0.01,0.1,1,1.0071996290475456
134,-104.44595361029796,1.127330686662174,10557.328429696012,1533.643629676366,135,Oja,0.01,0.1,1,1.0107051821494495
135,-104.43032447378124,0.929203651290925,10535.952812507214,1511.251696529701,136,Oja,0.01,0.1,1,1.0086587887642071
136,-104.74290138316957,0.8034384398435508,10554.633982301311,1528.9372650629966,137,Oja,0.01,0.1,1,1.0104472293953046
137,-103.9998091579936,1.69068359929663,10569.049275729025,1542.3428265824016,138,Oja,0.01,0.1,1,1.0118272766171579
138,-103.76144906755944,2.1246589744434967,10588.610804200292,1560.8745899491755,139,Oja,0.01,0.1,1,1.013699998331589
139,-103.88042954509024,1.8421716472082608,10572.26011922985,1543.4738584632853,140,Oja,0.01,0.1,1,1.0121346665204811
140,-104.45330856341846,1.4599322961023216,10591.324085952076,1561.5042131228531,141,Oja,0.01,0.1,1,1.013959754191741
141,-105.44587306250294,0.0,10544.587306250294,1513.7121255221127,142,Oja,0.01,0.1,1,1.0094854114869427
142,-105.79097493962962,0.0,10579.09749396296,1547.2229517081028,143,Oja,0.01,0.1,1,1.0127892421663058
143,-104.775313373871,1.0613046618030886,10583.66180356741,1550.7466279165528,144,Oja,0.01,0.1,1,1.0132262060630788
144,-103.71550761213956,1.9016252215892893,10561.713283372885,1527.7565728925756,145,Oja,0.01,0.1,1,1.011124965844131
145,-104.08749592246178,1.6838658385677938,10577.136176102958,1542.1601509961793,146,Oja,0.01,0.1,1,1.0126014755226755
146,-103.9013083562952,1.758249023620369,10565.955737991557,1529.942824945048,147,Oja,0.01,0.1,1,1.011531116973811
147,-104.53655247837258,1.3055894936233354,10584.214197199592,1547.1791382434153,148,Oja,0.01,0.1,1,1.0132790894331805
148,-104.7063183880242,1.219271670613462,10592.559005863768,1554.477500172619,149,Oja,0.01,0.1,1,1.0140779791728616
149,-104.31010779690992,1.5501210046849492,10586.022880159488,1546.8880152928275,150,Oja,0.01,0.1,1,1.0134522435841198
150,-104.6621927889959,0.9596945685714084,10562.18873575673,1522.002739983841,151,Oja,0.01,0.1,1,1.0111704832485973
151,-104.8985645905644,0.9155793491177208,10581.41439396821,1540.2116443333462,152,Oja,0.01,0.1,1,1.013011050444548
152,-105.22419394788776,0.4267240974583628,10565.091804534612,1522.8448701723446,153,Oja,0.01,0.1,1,1.0114484083579163
153,-104.50848633804408,1.3075268958143895,10581.601323385848,1538.331676753756,154,Oja,0.01,0.1,1,1.013028946120747
154,-104.27662760772358,1.451254029401754,10572.788163712534,1528.479468475943,155,Oja,0.01,0.1,1,1.0121852188262663
155,-104.6199640604056,1.416857873784202,10603.68219341898,1558.338921210151,156,Oja,0.01,0.1,1,1.0151428568432814
156,-104.4223530817243,1.3249025183203251,10574.725560004465,1528.312829337034,157,Oja,0.01,0.1,1,1.0123706953400615
157,-105.00168788046244,1.0115147547662788,10601.320263522872,1553.8731065559546,158,Oja,0.01,0.1,1,1.014916737631232
158,-104.05814940978742,1.8861765537516415,10594.432596353903,1545.9235255738286,159,Oja,0.01,0.1,1,1.014257347242181
159,-104.57323590604256,1.4042551634695553,10597.749106951213,1548.1879447183255,160,Oja,0.01,0.1,1,1.0145748531784295
160,-105.2622688131875,0.7436755044135515,10600.594431760104,1549.974947824454,161,Oja,0.01,0.1,1,1.0148472501724604
161,-105.97210586311728,0.0,10597.210586311729,1545.5300359201688,162,Oja,0.01,0.1,1,1.014523297938423
162,-104.75375008867024,1.1881768259112082,10594.192691458144,1541.4571571899978,163,Oja,0.01,0.1,1,1.0142343799618712
163,-104.5651432839226,1.211729313415002,10577.68725973376,1523.8959303405113,164,Oja,0.01,0.1,1,1.0126542334798765
164,-105.20512736657338,0.9038692758340332,10610.89966424074,1556.0715378797192,165,Oja,0.01,0.1,1,1.0158338209645688
165,-104.52528423965002,1.5730200487118795,10609.83042883619,1553.9302104939934,166,Oja,0.01,0.1,1,1.0157314577794587
166,-104.67643862692027,1.285923680897331,10596.23623078176,1539.2639107363611,167,Oja,0.01,0.1,1,1.014430018072219
167,-104.48085230470105,1.340852708526075,10582.170501322713,1524.1425318650818,168,Oja,0.01,0.1,1,1.013083436335216
168,-104.17662159143696,1.8562283732330316,10603.284996467,1544.213606893146,169,Oja,0.01,0.1,1,1.0151048312177293
169,-105.0415153876493,0.8766420497194978,10591.81574373688,1531.680882850281,170,Oja,0.01,0.1,1,1.0140068230192625
170,-104.56043607087366,1.3418740575069057,10590.231012838056,1529.0473826535708,171,Oja,0.01,0.1,1,1.0138551089049939
171,-104.47342954094871,1.5989902278780337,10607.241976882677,1545.0101139003557,172,Oja,0.01,0.1,1,1.015483652492299
172,-104.82518933875376,1.479027795886612,10630.421713464037,1567.1254230467785,173,Oja,0.01,0.1,1,1.0177027631356452
173,-104.042428442609,1.839224760425872,10588.165320303488,1523.7768117971395,174,Oja,0.01,0.1,1,1.0136573499583703
174,-104.5139262554004,1.4649967768345662,10597.892303223496,1532.4600801915126,175,Oja,0.01,0.1,1,1.0145885620646715
175,-104.2387989934244,1.6425657763838677,10588.136476980826,1521.6520849298645,176,Oja,0.01,0.1,1,1.0136545886446648
176,-104.90965866654416,1.1324798113648369,10604.2138477909,1536.6822945947624,177,Oja,0.01,0.1,1,1.0151937547415888
177,-104.2483225259043,1.8541147230806896,10610.2437248985,1541.6542404044917,178,Oja,0.01,0.1,1,1.0157710246523397
178,-104.45616057093828,1.6605916323247545,10611.675220326302,1542.020651646313,179,Oja,0.01,0.1,1,1.015908068778298
179,-104.4854528167108,1.711711657221242,10619.716447393204,1548.9939763795223,180,Oja,0.01,0.1,1,1.0166778951526008
180,-104.71464207619104,1.4922915343923415,10620.693361058336,1548.897907284582,181,Oja,0.01,0.1,1,1.0167714199217162
181,-104.92761349262868,1.3443745146770143,10627.198800730568,1554.3288405869062,182,Oja,0.01,0.1,1,1.0173942177850839
182,-105.09490789301704,1.198708661079154,10629.36165540962,1555.4099895384168,183,Oja,0.01,0.1,1,1.0176012785435808
183,-103.96133624953434,2.0944071946312297,10605.574344416556,1530.5367563289726,184,Oja,0.01,0.1,1,1.0153240018016292
184,-104.03103467805596,2.0420559025931517,10607.309058064911,1531.210866095748,185,Oja,0.01,0.1,1,1.0154900745051179
185,-104.29564284539792,1.8115257779288905,10610.71686233268,1533.5584989611525,186,Oja,0.01,0.1,1,1.0158163204352433
186,-104.84951153489872,1.3198372488340633,10616.934878373278,1538.7133185586017,187,Oja,0.01,0.1,1,1.0164116018150706
187,-104.37242679944366,1.6541566052311132,10602.658340467477,1523.3691877469928,188,Oja,0.01,0.1,1,1.015044838344498
188,-104.95186411815324,1.3647716962798322,10631.663581443308,1551.319413936938,189,Oja,0.01,0.1,1,1.0178216532895845
189,-104.12811720616608,2.169611266993915,10629.772847316,1548.3458265025288,190,Oja,0.01,0.1,1,1.0176406439752241
190,-104.50897505094396,1.888261682511512,10639.723673345548,1557.215169884465,191,Oja,0.01,0.1,1,1.018593285687728
191,-104.06540064722348,1.9103062464432463,10597.570689366672,1513.9706681787322,192,Oja,0.01,0.1,1,1.0145577723820443
192,-103.87554519688342,2.154273573111529,10602.981876999494,1518.3367261025364,193,Oja,0.01,0.1,1,1.0150758120943157
193,-104.46994990595029,1.7453505175057238,10621.5300423456,1535.832612573004,194,Oja,0.01,0.1,1,1.0168515195528374
194,-104.25088878589588,1.852071700878822,10610.296048677468,1523.527724860343,195,Oja,0.01,0.1,1,1.0157760338660724
195,-104.62871559939222,1.687850802131852,10631.656640152409,1543.8284799745356,196,Oja,0.01,0.1,1,1.017820988765531
